id,title,url,published_at,duration_seconds,views,likes,tags
zju3HE3fxw0,💘 I used charm_ CRUSH  AI coding agent to evaluate the UX of my cli,https://youtu.be/zju3HE3fxw0,2025-09-10,431,69,1,
I6ai5ttKVp8,"🛡️ Data quality w. to duckdb lint, CI and http_client 🦆",https://youtu.be/I6ai5ttKVp8,2025-09-08,534,58,1,
5Kk9QZ7YdWU,📍 Trouver efficacement une agence OPT-NC sur NEXT.js et Vercel avec APIGEE,https://youtu.be/5Kk9QZ7YdWU,2025-08-27,759,36,,
2s7r6vQJY54,🦥 Envoyer des sms mobitag depuis VS Ccode avec GitHub Copilot,https://youtu.be/2s7r6vQJY54,2025-07-30,271,76,,
sp4ec2rBfdI,🌈 L'UX de mobitag  prend des couleurs avec charmbracelet/fang,https://youtu.be/sp4ec2rBfdI,2025-07-18,351,36,2,
O9a0yfs2SEo,2025 UNC MIAGE - PRIX.NC - Dataprep - Paniers 1/2 - Alizée,https://youtu.be/O9a0yfs2SEo,2025-07-16,1354,19,,
tHA-61BwkN4,2025 UNC MIAGE - PRIX.NC - 01 - dataviz - Raphaël,https://youtu.be/tHA-61BwkN4,2025-07-16,1183,10,1,
MzSml4XPHnM,Larry a fait du vibe coding.... Walter n'est pas OK avec ça...,https://youtu.be/MzSml4XPHnM,2025-07-10,193,50,2,
5U8Rs9O4MFs,2025 UNC MIAGE - PRIX.NC  -  Dataviz Tina,https://youtu.be/5U8Rs9O4MFs,2025-07-09,1334,45,5,
d0_sA38My7w,2025 UNC MIAGE - PRIX.NC  - DataUse  -  James Langeron,https://youtu.be/d0_sA38My7w,2025-07-09,1564,33,1,
xLLb7ipKN00,2025 UNC MIAGE - PRIX.NC  - Station N - Commission Data- IA,https://youtu.be/xLLb7ipKN00,2025-07-03,2904,96,6,
dKR2NZM0G2g,2025 UNC MIAGE - PRIX.NC  - DataUse - Raimanu,https://youtu.be/dKR2NZM0G2g,2025-06-30,949,41,2,
uVGarme-Gzg,2025 UNC MIAGE - PRIX.NC  - DataUse - Dévi,https://youtu.be/uVGarme-Gzg,2025-06-29,1176,93,5,
l-Pw7Iay1XE,2025 UNC MIAGE - PRIX.NC - Dataprep - Paniers 2/2 - Julian,https://youtu.be/l-Pw7Iay1XE,2025-06-27,1544,25,,
uWAX7MFyb28,2025 UNC MIAGE - PRIX.NC  -  Dataprep - Cassandra,https://youtu.be/uWAX7MFyb28,2025-06-22,842,88,5,
X-iFIS54NhY,2025 UNC MIAGE - PRIX.NC Dataprep - Thouraya,https://youtu.be/X-iFIS54NhY,2025-06-19,1436,76,1,
7j-nASKXUFo,"⚖️ PRIX.NC - Teaser : paniers ""santé"" vs. paniers ""économiques""",https://youtu.be/7j-nASKXUFo,2025-06-14,606,42,3,
0WysPP3soxU,🪚 Legacy chainsaw microservices massacre,https://youtu.be/0WysPP3soxU,2025-06-12,133,180,2,
-ANplGPBWE4,2025 UNC MIAGE - PRIX.NC - 01 - dataprep - Clémentine,https://youtu.be/-ANplGPBWE4,2025-06-10,1051,155,5,
TWuZ1Sk9ZQw,PRIX.NC - Détection anomalies - Machine Learning avec XGBoost,https://youtu.be/TWuZ1Sk9ZQw,2025-06-03,237,73,3,
q0oWQaAAyM8,🗺️ Prix.nc - Analyse KMeans des anomalies de prix dataviz et dataviz cartographique,https://youtu.be/q0oWQaAAyM8,2025-05-25,183,87,4,
KjsFsV17iR4,mobitag v1.3.0 : mobitag web command & release pipeline,https://youtu.be/KjsFsV17iR4,2025-05-25,363,93,2,
EAIxPwBQV-E,🪓 Docker Psycho,https://youtu.be/EAIxPwBQV-E,2025-04-24,141,79,3,
jHg7Ydlo55E,🥳 Unboxing mobitag cli v1.0.0,https://youtu.be/jHg7Ydlo55E,2025-04-14,1941,85,2,
iQvkgF9IWlE,Offres d'emploi Nouvelle-Calédonie en Agentique  dans VSCode,https://youtu.be/iQvkgF9IWlE,2025-04-11,411,42,,
hbwJEKf-ffo,Rechercher efficacement tous les AVPs DRHFPNC d'une collectiivté,https://youtu.be/hbwJEKf-ffo,2025-04-07,203,20,,
kNWiZjAtMiE,Trivy for dummies on Kaggle w. duckdb & parquet files,https://youtu.be/kNWiZjAtMiE,2025-03-31,1096,70,,
PqmKcePKA6g,Judge CSV (respect my authority 🤪),https://youtu.be/PqmKcePKA6g,2025-03-25,116,75,3,
L8EqveZAFYE,🪄 AVPs DRHFPNC Nouvelle-Calédonie - Comment ça marche en 1',https://youtu.be/L8EqveZAFYE,2025-03-17,68,26,,
NMoCc5AY2os,🔫 Dependabot déboule dans une version... expéditive ‼️,https://youtu.be/NMoCc5AY2os,2025-03-13,214,35,,
qcgJ1mjcs7c,Les temps d'attente de l'OPT-NC sur une matrice LED Pimoroni - Soutenance UNC/MIAGE,https://youtu.be/qcgJ1mjcs7c,2025-03-03,820,54,1,
cE0LLl7iglY,Behind the scene : wait time dataviz on LED Matrix Pimoroni/APIGEE,https://youtu.be/cE0LLl7iglY,2025-02-27,241,21,,
4qqBoSEFy4k,API DOMAINE.nc - Une UX sur mesure avec optnc/domaine-nc-front,https://youtu.be/4qqBoSEFy4k,2025-02-26,210,33,,
5Sra-Yqn_Xs,Analyse post Emeutes 2024 avec emploi.gouv.nc depuis le terminal avec duckdb et parquet,https://youtu.be/5Sra-Yqn_Xs,2025-02-22,919,44,2,
vAPY7ferYvQ,👨‍🎓 Stage API et Mock des forfaits opt,https://youtu.be/vAPY7ferYvQ,2025-02-20,1172,76,,
Pm8PEKIpS3A,🔪 Chucky 2 : un Agent IA qui veut du bien aux développeurs,https://youtu.be/Pm8PEKIpS3A,2025-02-19,182,64,,
FbO_CUCqqQk,🤨 UX designer sur Mullholland drive,https://youtu.be/FbO_CUCqqQk,2025-02-03,83,2236,8,
jiuVHmZp_Ls,DRHFPNC job seeker on agent.ai,https://youtu.be/jiuVHmZp_Ls,2025-01-25,687,75,,
9UvY6Pguhxo,😱 Apocalypse MEP,https://youtu.be/9UvY6Pguhxo,2025-01-22,82,208,3,
jPy4mjFr-bk,🗡️ NO TEST INSTINCT,https://youtu.be/jPy4mjFr-bk,2025-01-21,119,16730,33,
fPH1l89i3b4,New-Caledonia AVPs DRHFPNC job offers podcast analysis 2025-01-17,https://youtu.be/fPH1l89i3b4,2025-01-17,843,49,2,
zcXKJ1KPn28,"GitHub Copilot 1-Day Build Challenge : eol, a tiny Go client to manage eols",https://youtu.be/zcXKJ1KPn28,2025-01-16,122,102,,
ErBCyOrup3M,PMI Horizons Nouméa - Neo4J & AI agents et impacts projets,https://youtu.be/ErBCyOrup3M,2025-01-09,1954,90,1,
K0lFZwJlHp8,Microcks for dummies: a kind devex friendly intro,https://youtu.be/K0lFZwJlHp8,2025-01-09,785,168,6,
b2R-K7_pbbc,Rambops... un sysadmin ne donne jamais le mot de passe root!,https://youtu.be/b2R-K7_pbbc,2025-01-02,43,151,1,
8HhTMX7WSeQ,Les Temps d'attente OPT-NC sur une matrice LED!,https://youtu.be/8HhTMX7WSeQ,2024-12-29,360,78,2,
UJQ_U4rCbvk,🏄 Breakpoint : le devs jusqu'à l'extrême limite,https://youtu.be/UJQ_U4rCbvk,2024-12-23,77,187,2,
kzdrJYhDETM,"Chercher et trouver un job en IA sur DRHFPNC, rédiger la lettre de candidature en 10' avec de l'IA 🤓",https://youtu.be/kzdrJYhDETM,2024-12-17,1099,82,3,
dZPqggildgU,Llama3.3 - premiers tests chatbot sur huggingchat,https://youtu.be/dZPqggildgU,2024-12-07,254,37,1,
T74TOF5GxCo,🏖️Les vacances scolaires de Nouvelle-Calédonie en Open data!,https://youtu.be/T74TOF5GxCo,2024-12-04,724,32,,
C3yKrT0Z-mg,Des temps attente et des données historiques avec Streamlit et APIGEE,https://youtu.be/C3yKrT0Z-mg,2024-12-02,1131,87,3,
aIzcgofPRf4,OSINT: From  Company acronyms to intelligence w. ollama,https://youtu.be/aIzcgofPRf4,2024-11-25,2264,115,1,
Df864F2yEz8,Les AVPs de la DRHFNC Nouvelle-Calédonie  - unboxing Kaggle,https://youtu.be/Df864F2yEz8,2024-10-16,1243,127,3,
6RbPVGcDKdQ,Suivre un colis sur appli mobile et Slack via API et Webhook,https://youtu.be/6RbPVGcDKdQ,2024-10-14,115,19,,
zPMaaBdeKNQ,"Math mystery of ""4"" and yFiles in Jupyter and yEd Live",https://youtu.be/zPMaaBdeKNQ,2024-10-07,1531,107,2,
7AEAN-nkhjE,Ollama LLM popularity trends drill down through families and versions,https://youtu.be/7AEAN-nkhjE,2024-09-29,66,29,,
JBlSaaiiS2w,Kafka documentation automation w. HUGO/gomplate/Github Actions/GitHub pages,https://youtu.be/JBlSaaiiS2w,2024-09-18,989,87,,
yOAKC5cTDc8,Les projets tutores UNC (Université de la Nouvelle-Calédonie) c'est quoi?,https://youtu.be/yOAKC5cTDc8,2024-09-16,559,50,1,
y9T5l6nt-d8,Colis NC BOT Discord   Appel depuis Workstation,https://youtu.be/y9T5l6nt-d8,2024-09-12,46,9,,
XG4c6Rbizho,📢 Neo4J #NODES24 agenda is live 📅,https://youtu.be/XG4c6Rbizho,2024-09-11,154,13,,
WVHoAfgIuds,"📈 Ideation automation : boost human creativity w/ SmartLLMChain : faster, better, cheaper",https://youtu.be/WVHoAfgIuds,2024-09-09,1765,36,,
2TX8xjZkrz8,"🦆 💏 🐘 Make PostgreSQL & duckdb ""sql"" together",https://youtu.be/2TX8xjZkrz8,2024-08-19,924,213,4,
XCao0fcXiEQ,Pacific Dataviz Challenge 2024 - Behind the scene dataprep,https://youtu.be/XCao0fcXiEQ,2024-08-11,2110,81,3,
mz8D8lN5CRw,PDC 2024 Violences : types de violence sur les enfants,https://youtu.be/mz8D8lN5CRw,2024-08-11,71,90,1,
9zt3vLpXQuo,Left-shifter le processus de recrutement avec un assistant,https://youtu.be/9zt3vLpXQuo,2024-08-01,1445,76,,
rFA-vfbJaV4,Mobitag Sms automation with Power Automate Custom component & APIGEE,https://youtu.be/rFA-vfbJaV4,2024-07-29,972,42,,
Q2guR4l8sQk,Restaurant AI waiter upgraded to  llama3.1:70b,https://youtu.be/Q2guR4l8sQk,2024-07-24,585,87,1,
vxP2EBGwpv0,🧙 Debezium: the magic & benefits behind data capture & async replication (for free),https://youtu.be/vxP2EBGwpv0,2024-07-22,2286,91,,
3F7njD6ehqM,Oaas for dummies,https://youtu.be/3F7njD6ehqM,2024-07-14,1558,52,,
QHqti5NprX8,"🔀 Semantic Router w. ollama/gemma2 : ""CCaaS"" real life hotline usecase",https://youtu.be/QHqti5NprX8,2024-07-10,2948,158,1,
9BTJ2sCbTbg,🗣️🦾📲🤓 Teach AI agent to write & send sms w.open-interpreter (so you don't have to),https://youtu.be/9BTJ2sCbTbg,2024-07-01,699,113,3,
yVoMg7CXgaM,⏱️ Mobitag Hackathon week-end du 2024-06-22 🤓,https://youtu.be/yVoMg7CXgaM,2024-06-23,1001,43,1,
iB16uixYBcs,Smart Mail Box implementation from New Caledonia,https://youtu.be/iB16uixYBcs,2024-06-19,76,9,,
KnRrtYKEtUc,"🥳 Mobitag.nc : 25 ans et en APIs  - Retro, APIGEE et Unboxing",https://youtu.be/KnRrtYKEtUc,2024-06-17,784,241,1,
m24Kzk-kat4,Déclaration solennelle de Louis Mapou (2024-06-08)  - décryptée en dataviz,https://youtu.be/m24Kzk-kat4,2024-06-09,1211,79,5,
vb66lFI1U2Q,Emeutes Nouvelle-Calédonie 2024,https://youtu.be/vb66lFI1U2Q,2024-06-05,107,110,3,
i12O_pxySJM,New-Caledonia state of emergency AI photo analysis / Short edition,https://youtu.be/i12O_pxySJM,2024-06-03,1091,17,3,
GfFOeUU3wpQ,Discover Neo4j Graphsummit 2024 Paris w/ duckdb,https://youtu.be/GfFOeUU3wpQ,2024-05-28,298,48,1,
Ajykfxwu0tY,Seemless Huggingface Mistral inference AI call w/ Jupyter-ai,https://youtu.be/Ajykfxwu0tY,2024-05-25,370,73,,
QIpLJtZ98dw,Au P'tit Café - Customization fête des mères et état d'urgence,https://youtu.be/QIpLJtZ98dw,2024-05-23,306,22,1,
b6IwQ_5coiI,New-Caledonia state of emergency AI photo analysis,https://youtu.be/b6IwQ_5coiI,2024-05-21,1722,52,2,
NLWGE8qotpk,"⚠️ Au p'tit Café : version ""état d'urgence""",https://youtu.be/NLWGE8qotpk,2024-05-17,402,55,,
4hJxggHg-8U,Enjoy Neo4j Graphsummits data on Kaggle w/ duckdb,https://youtu.be/4hJxggHg-8U,2024-05-06,1210,42,,
-I9DBQRhsjo,Discover & score ollama models w/ duckdb  - Kaggle unboxing,https://youtu.be/-I9DBQRhsjo,2024-05-03,2077,116,3,
YKC_JO0VBzE,"Au p'tit Café - Challenge ""plats en sauce""",https://youtu.be/YKC_JO0VBzE,2024-05-02,105,7,,
xvQItI-eEZc,Automate LLM choice w/ based on capabilities scoring with duckdb,https://youtu.be/xvQItI-eEZc,2024-05-01,565,108,1,
AXw1fl6NeOs,"Au p'tit café - Assistant challenge ""grande faim""",https://youtu.be/AXw1fl6NeOs,2024-04-26,69,7,,
sAW9KIN0Xug,ollama most trendings LLMs (duckdb),https://youtu.be/sAW9KIN0Xug,2024-04-26,309,309,1,
dQI9SON4vkA,🥳 Women suffrage celebration with data-storytelling,https://youtu.be/dQI9SON4vkA,2024-04-24,1367,37,,
uBx_wwjR6ic,Fiches Emplois Nouvelle-Calédonie et codes ROME,https://youtu.be/uBx_wwjR6ic,2024-04-17,2297,96,1,
Ra5HCWVxvtg,Yearly performance review as a movie (1/2),https://youtu.be/Ra5HCWVxvtg,2024-04-17,53,6,,
14Bo3eviUC0,Yearly performance review as a movie (2/2),https://youtu.be/14Bo3eviUC0,2024-04-17,99,5,,
CEStbrg3T40,📢 Restaurant waiter assistant on Cohere Command R+ on HuggingChat 🤗,https://youtu.be/CEStbrg3T40,2024-04-12,326,18,,
b6wBSTHZh20,nodes23 graphxr gender discovery,https://youtu.be/b6wBSTHZh20,2024-04-10,555,43,,
okbin3vmkfs,🏆 Ollama trending models,https://youtu.be/okbin3vmkfs,2024-04-05,10,8,1,
kfePcOUojeY,DuckDb tricks : keep table sorted,https://youtu.be/kfePcOUojeY,2024-04-04,684,59,,
SVIIc0W-8hg,📈 Data-driven strategy automation w/ LIDA,https://youtu.be/SVIIc0W-8hg,2024-04-02,1283,81,,
p-nmg6Uz6ow,🫨 HuggingChat assistant Au p'tit Café auto-update,https://youtu.be/p-nmg6Uz6ow,2024-04-01,298,90,,
